Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention
09/03/2021 12:00,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:01,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:02,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:02,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:05,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:05,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:06,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 12:06,-£25.00,Pre-NtO Discount,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 12:07,-£50.00,Pre-NtO Discount,Chancery Lane,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 12:07,£0.00,Pre-NtO Full Rate,Wansford Street,Moss Side,Affixed to vehicle,No Waiting,£70.00,27
09/03/2021 12:10,£0.00,Cancelled,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:10,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:12,£0.00,Cancelled,Burlington Street,Hulme,Affixed to vehicle,Limited Waiting Bay,£0.00,30
09/03/2021 12:19,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
09/03/2021 12:19,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:20,£0.00,Cancelled,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,82
09/03/2021 12:21,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
09/03/2021 12:22,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:26,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:26,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:28,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/03/2021 12:28,-£25.00,Pre-NtO Discount,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 12:29,-£25.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 12:29,£0.00,Cancelled,Peter Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 12:30,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:32,-£25.00,Pre-NtO Discount,St James`s Square,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 12:33,£0.00,Pre-NtO Discount,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 12:35,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:35,-£35.00,Pre-NtO Discount,School Lane (North Carpark),DidsburyWest,Affixed to vehicle,Parking Place,£0.00,73
09/03/2021 12:36,£0.00,Cancelled,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:37,-£35.00,Post NtO,Banff Road,Rusholme,Postal-vehicle drive away,No Loading at Any Time,£0.00,2
09/03/2021 12:41,£0.00,Cancelled,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:41,-£25.00,Pre-NtO Discount,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 12:42,£0.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/03/2021 12:43,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 12:43,-£60.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:45,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:49,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:49,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 12:50,-£35.00,Post NtO,Oxford Road (Hulme),Hulme,Postal-vehicle drive away,No Loading at Any Time,£0.00,2
09/03/2021 12:50,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:51,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 12:52,-£25.00,Pre-NtO Discount,Chester Street,Deansgate,Handed To Driver,Pay and Display Parking,£0.00,5
09/03/2021 12:52,£0.00,Pre-NtO Full Rate,Central Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£70.00,21
09/03/2021 12:54,-£25.00,Pre-NtO Full Rate,Birchin Lane,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 12:56,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:02,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:03,£0.00,Cancelled,Newton Street (City Centre),Piccadilly,Spoil,GV Loading Bay,£0.00,25
09/03/2021 13:03,£0.00,Cancelled,John Dalton Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 13:05,-£25.00,Pre-NtO Discount,Jersey Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 13:08,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/03/2021 13:09,-£25.00,Pre-NtO Discount,BLACKSTOCK STREET,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 13:09,-£25.00,Pre-NtO Discount,Stockport Road (Ardwick),Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
09/03/2021 13:10,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:11,-£35.00,Pre-NtO Discount,Tib Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,23
09/03/2021 13:11,-£50.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/03/2021 13:12,£0.00,Pre-NtO Full Rate,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:12,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:13,-£35.00,Pre-NtO Discount,Oxney Road,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/03/2021 13:13,-£25.00,Pre-NtO Discount,Bloom Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 13:14,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:14,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:16,£0.00,Pre-NtO Full Rate,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:16,-£35.00,Pre-NtO Discount,Mulberry Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/03/2021 13:16,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:19,-£35.00,Pre-NtO Discount,Mulberry Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/03/2021 13:22,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:26,-£25.00,Pre-NtO Discount,Jersey Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 13:28,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 13:29,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:32,-£25.00,Pre-NtO Discount,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 13:33,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:34,£0.00,Cancelled,John Dalton Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,25
09/03/2021 13:36,£0.00,Pre-NtO Full Rate,Mitre Road,Longsight,Affixed to vehicle,Limited Waiting,£50.00,30
09/03/2021 13:36,-£35.00,Pre-NtO Discount,Copson Street,Old Moat,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
09/03/2021 13:38,£0.00,Pre-NtO Full Rate,Oldham Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£70.00,23
09/03/2021 13:39,-£25.00,Pre-NtO Discount,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 13:40,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:40,-£35.00,Pre-NtO Discount,Humphrey Street,Crumpsall,Affixed to vehicle,No Waiting,£0.00,1
09/03/2021 13:40,-£25.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 13:41,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:41,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:42,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:44,-£25.00,Pre-NtO Discount,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 13:44,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:45,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:47,-£25.00,Pre-NtO Discount,Everett Road to Burton Road,Old Moat,Affixed to vehicle,Parking Place,£0.00,30
09/03/2021 13:48,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:51,£0.00,Cancelled,DEANSGATE CAR PARK,(None),Spoil,Car Park,£0.00,73
09/03/2021 13:51,-£25.00,Pre-NtO Discount,John Dalton Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 13:53,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:54,-£35.00,Pre-NtO Discount,Hathersage Road,HATHROAD,Affixed to vehicle,Restricted Area,£0.00,2
09/03/2021 13:54,£0.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 13:54,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:55,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:56,£0.00,Cancelled,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/03/2021 13:56,£0.00,Pre-NtO Full Rate,Polygon Street,Ardwick,Handed To Driver,Restricted Area,£70.00,21
09/03/2021 13:57,£0.00,Pre-NtO Full Rate,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 13:57,£0.00,Cancelled,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/03/2021 13:58,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:00,£0.00,Pre-NtO Full Rate,Thomas Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,5
09/03/2021 14:00,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:00,-£60.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:00,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:01,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 14:03,-£50.00,Pre-NtO Full Rate,Kincardine Road,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
09/03/2021 14:04,£0.00,Pre-NtO Full Rate,Chapel Walks,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40
09/03/2021 14:04,-£25.00,Pre-NtO Discount,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 14:05,-£25.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 14:06,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/03/2021 14:07,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 14:10,-£50.00,Pre-NtO Discount,Tib Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 14:11,-£35.00,Pre-NtO Discount,Deansgate,Deansgate,Handed To Driver,Disabled Persons Parking Place,£0.00,40
09/03/2021 14:12,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:14,-£30.00,Post NtO,Rochdale Road (Gould Street to Bromley Street),MP&NH,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:15,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:15,-£35.00,Pre-NtO Discount,Whitechapel Street,DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/03/2021 14:16,£0.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 14:18,-£25.00,Pre-NtO Discount,BLACKSTOCK STREET,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 14:20,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:21,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:21,-£25.00,Pre-NtO Discount,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 14:22,-£35.00,Pre-NtO Discount,Ducie Street (City Centre : ZONEC),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/03/2021 14:22,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
09/03/2021 14:22,£0.00,Cancelled,Statham Road,Ardwick,Affixed to vehicle,Restricted Area,£0.00,30
09/03/2021 14:23,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:24,-£50.00,Pre-NtO Full Rate,Turner Street (City Centre),City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 14:24,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:24,£0.00,Pre-NtO Full Rate,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,86
09/03/2021 14:27,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 14:28,-£35.00,Pre-NtO Discount,Old Lansdowne Road,DidsburyWest,Affixed to vehicle,No Waiting,£0.00,1
09/03/2021 14:29,-£60.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:30,-£25.00,Pre-NtO Discount,Phoenix Street,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 14:31,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:31,£0.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£60.00,34
09/03/2021 14:31,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:32,£0.00,Pre-NtO Full Rate,Byrom Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/03/2021 14:32,-£50.00,Pre-NtO Discount,Devonshire Street South,GROVEVILLAGE,Affixed to vehicle,Limited Waiting,£0.00,30
09/03/2021 14:32,£0.00,Pre-NtO Full Rate,STONE STREET CAR PARK,Deansgate,Affixed to vehicle,Car Park,£50.00,73
09/03/2021 14:33,£0.00,Cancelled,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:35,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:37,-£25.00,Pre-NtO Discount,South King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 14:37,-£25.00,Pre-NtO Discount,Kincardine Road,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/03/2021 14:38,£0.00,Pre-NtO Full Rate,Lapwing Lane,DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£70.00,1
09/03/2021 14:40,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:40,-£25.00,Pre-NtO Discount,West Mosely Street,Deansgate,Handed To Driver,Restricted Area,£0.00,6
09/03/2021 14:45,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
09/03/2021 14:46,£0.00,Pre-NtO Full Rate,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Waiting,£70.00,1
09/03/2021 14:47,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
09/03/2021 14:47,-£25.00,Pre-NtO Discount,Bridgewater Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/03/2021 14:48,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:48,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:49,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
09/03/2021 14:49,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,82
09/03/2021 14:51,£0.00,Cancelled,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:51,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:51,-£60.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:52,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:53,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 14:55,-£30.00,Post NtO,Rochdale Road (Lathbury Road to Queens Road),MP&NH,CCTV Issue,Restricted Area,£0.00,34
09/03/2021 14:57,£0.00,Pre-NtO Full Rate,Bloom Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,5
09/03/2021 14:59,£0.00,Cancelled,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/03/2021 14:59,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 15:00,-£25.00,Pre-NtO Discount,Aspull Walk,Ardwick,Affixed to vehicle,Restricted Area,£0.00,30
09/03/2021 15:03,£0.00,Pre-NtO Full Rate,Baird Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/03/2021 15:05,-£25.00,Pre-NtO Discount,Greengage,Ardwick,Affixed to vehicle,Restricted Area,£0.00,30
09/03/2021 15:05,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 15:06,-£25.00,Pre-NtO Discount,Carmoor Road,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
09/03/2021 15:06,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 15:06,-£25.00,Pre-NtO Discount,BRIDGEWATER HALL CAR PARK,Southern Lap,Affixed to vehicle,Car Park,£0.00,73
09/03/2021 15:07,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 15:08,£0.00,Pre-NtO Full Rate,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
09/03/2021 15:13,-£25.00,Pre-NtO Discount,Carmoor Road,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,6
