Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention Code
01/04/2021 08:15,£0.00,Pre-NtO Full Rate,Ducie Street (City Centre : ZONEC),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/04/2021 08:17,£0.00,Post NtO,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 08:18,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 08:19,£0.00,Pre-NtO Full Rate,Bowler Street,Levenshulme,Affixed to vehicle,No Waiting,£70.00,1
01/04/2021 08:20,-£50.00,Pre-NtO Discount,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 08:20,£25.00,Cancelled,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
01/04/2021 08:21,£0.00,Pre-NtO Full Rate,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/04/2021 08:23,£0.00,Pre-NtO Full Rate,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/04/2021 08:25,-£25.00,Pre-NtO Discount,Slate Wharf,Deansgate,Affixed to vehicle,Pay And Display,£0.00,6
01/04/2021 08:25,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 08:27,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 08:27,-£35.00,Pre-NtO Discount,Markfield Avenue,Ardwick,Affixed to vehicle,Parked In A Restricted Street,£0.00,1
01/04/2021 08:30,£0.00,Pre-NtO Full Rate,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/04/2021 08:31,-£35.00,Pre-NtO Discount,Greengage,Ardwick,Affixed to vehicle,Restricted Area,£0.00,1
01/04/2021 08:32,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,82
01/04/2021 08:33,£0.00,Pre-NtO Full Rate,Simpson Street,Piccadilly,Affixed to vehicle,Restricted Parking,£70.00,1
01/04/2021 08:33,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 08:35,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 08:36,-£50.00,Pre-NtO Discount,City Road East,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 08:39,-£35.00,Pre-NtO Discount,Duke Place,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/04/2021 08:40,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 08:41,£0.00,Pre-NtO Full Rate,Sharp Street,Piccadilly,Affixed to vehicle,Restricted Area,£70.00,1
01/04/2021 08:42,£0.00,Pre-NtO Full Rate,Sharp Street,Piccadilly,Affixed to vehicle,Restricted Area,£70.00,1
01/04/2021 08:43,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 08:43,-£25.00,Pre-NtO Discount,West Mosely Street,Deansgate,Affixed to vehicle,Restricted Area,£0.00,6
01/04/2021 08:43,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Loading,£0.00,2
01/04/2021 08:45,-£35.00,Pre-NtO Discount,Lytham Road,Rusholme,Affixed to vehicle,No Loading,£0.00,2
01/04/2021 08:46,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 08:47,£0.00,Pre-NtO Full Rate,Chatham Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/04/2021 08:49,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 08:49,-£25.00,Pre-NtO Discount,STONE STREET CAR PARK,Deansgate,Affixed to vehicle,Car Park,£0.00,82
01/04/2021 08:51,-£35.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
01/04/2021 08:51,-£35.00,Post NtO,Mauldeth Road West (ChorltonPark),ChorltonPark,Postal-vehicle drive away,Bus stop clearway,£0.00,47
01/04/2021 08:51,-£35.00,Pre-NtO Discount,Lytham Road,Rusholme,Handed To Driver,No Loading,£0.00,2
01/04/2021 08:52,£0.00,Pre-NtO Full Rate,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/04/2021 08:53,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 08:55,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/04/2021 08:55,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 08:56,-£140.00,Pre-NtO Discount,Sharp Street,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,1
01/04/2021 08:56,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 08:56,£0.00,Pre-NtO Full Rate,Kennedy Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,24
01/04/2021 08:56,-£35.00,Post NtO,Lytham Road,Rusholme,Postal-vehicle drive away,No Loading,£0.00,2
01/04/2021 08:56,£0.00,Pre-NtO Full Rate,Sharp Street,Piccadilly,Affixed to vehicle,Restricted Area,£70.00,1
01/04/2021 08:57,£0.00,Pre-NtO Full Rate,John Dalton Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/04/2021 09:00,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:03,-£25.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 09:05,-£25.00,Pre-NtO Discount,Tib Lane,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 09:05,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:05,£30.00,Cancelled,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£30.00,34
01/04/2021 09:05,£25.00,Cancelled,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
01/04/2021 09:08,-£35.00,Pre-NtO Discount,Seymour Road,Crumpsall,Affixed to vehicle,No Waiting,£0.00,1
01/04/2021 09:10,£0.00,Pre-NtO Full Rate,Birchfields Road (Fallowfield),Fallowfield,Affixed to vehicle,No Waiting,£70.00,1
01/04/2021 09:11,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/04/2021 09:11,-£25.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 09:12,-£50.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 09:13,£0.00,Pre-NtO Full Rate,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/04/2021 09:16,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:16,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 09:16,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 09:16,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:17,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
01/04/2021 09:17,-£100.00,Pre-NtO Full Rate,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,-£50.00,73
01/04/2021 09:19,-£35.00,Pre-NtO Discount,New York Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
01/04/2021 09:20,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:21,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:23,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:23,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 09:26,£0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 09:28,£0.00,Pre-NtO Full Rate,Seymour Road,Crumpsall,Affixed to vehicle,No Waiting,£70.00,1
01/04/2021 09:28,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 09:28,£0.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£70.00,2
01/04/2021 09:29,-£25.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 09:30,£0.00,Pre-NtO Full Rate,Richmond Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/04/2021 09:32,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 09:32,-£25.00,Pre-NtO Discount,Peter Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 09:35,-£35.00,Pre-NtO Discount,Cross Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,25
01/04/2021 09:37,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Loading,£0.00,2
01/04/2021 09:38,-£35.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
01/04/2021 09:39,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 09:40,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:40,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 09:43,£0.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£35.00,2
01/04/2021 09:44,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:44,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 09:45,£0.00,Pre-NtO Full Rate,St James Square,Piccadilly,Affixed to vehicle,Restricted Area,£70.00,23
01/04/2021 09:46,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:46,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:46,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:47,-£35.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
01/04/2021 09:47,-£25.00,Pre-NtO Discount,Peter Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 09:48,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 09:48,£0.00,Pre-NtO Full Rate,Tib Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/04/2021 09:49,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Handed To Driver,No Loading,£35.00,2
01/04/2021 09:49,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 09:49,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£30.00,34
01/04/2021 09:50,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 09:50,-£30.00,Post NtO,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:51,£0.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£70.00,2
01/04/2021 09:52,£0.00,Pre-NtO Full Rate,John Dalton Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/04/2021 09:53,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:53,£0.00,Pre-NtO Full Rate,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:54,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:56,-£35.00,Pre-NtO Discount,Perrygate Avenue,DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/04/2021 09:58,-£35.00,Pre-NtO Discount,Perrygate Avenue,DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/04/2021 09:58,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 09:58,-£35.00,Pre-NtO Discount,Ridgefield,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,25
01/04/2021 09:58,-£50.00,Pre-NtO Full Rate,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 10:00,-£25.00,Pre-NtO Discount,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 10:01,£0.00,Pre-NtO Full Rate,Perrygate Avenue,DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/04/2021 10:03,£0.00,Post NtO,Rochdale Road (Gould Street to Bromley Street),MP&NH,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 10:03,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:04,£0.00,Pre-NtO Full Rate,Kennedy Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/04/2021 10:06,-£35.00,Pre-NtO Discount,BACK GEORGE STREET,Eastern Lap,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/04/2021 10:06,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:06,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 10:08,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 10:09,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 10:09,£0.00,Pre-NtO Full Rate,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:10,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 10:10,£0.00,Pre-NtO Full Rate,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:11,-£25.00,Pre-NtO Discount,BRIDGEWATER HALL CAR PARK,Southern Lap,Affixed to vehicle,Car Park,£0.00,73
01/04/2021 10:11,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:11,£0.00,Pre-NtO Full Rate,Chepstow Street Car Park,Deansgate,Affixed to vehicle,Car Park,£50.00,73
01/04/2021 10:15,£25.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,83
01/04/2021 10:15,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:15,£0.00,Pre-NtO Full Rate,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:16,-£25.00,Pre-NtO Discount,BRIDGEWATER HALL CAR PARK,Southern Lap,Affixed to vehicle,Car Park,£0.00,86
01/04/2021 10:19,-£25.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/04/2021 10:20,£0.00,Pre-NtO Full Rate,Rainforth Street,Longsight,Postal-vehicle drive away,Taxi Stand,£0.00,45
01/04/2021 10:20,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/04/2021 10:21,-£25.00,Pre-NtO Discount,Kennedy Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/04/2021 10:23,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:25,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:25,£0.00,Pre-NtO Full Rate,Marshall Street,Piccadilly,Affixed to vehicle,Limited Waiting,£50.00,30
01/04/2021 10:26,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:28,-£35.00,Pre-NtO Discount,Fernie Street,Cheetham,Affixed to vehicle,No Loading At Any Time,£0.00,2
01/04/2021 10:29,-£25.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 10:29,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:30,-£25.00,Pre-NtO Discount,Tariff Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/04/2021 10:30,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:34,£0.00,Post NtO,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,CCTV Issue,Bus Lane,£30.00,34
01/04/2021 10:34,-£25.00,Pre-NtO Discount,BRIDGEWATER HALL CAR PARK,Southern Lap,Affixed to vehicle,Car Park,£0.00,73
01/04/2021 10:34,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 10:35,-£25.00,Pre-NtO Discount,West Mosely Street,Deansgate,Affixed to vehicle,Restricted Area,£0.00,6
01/04/2021 10:35,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 10:36,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:37,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:37,-£25.00,Pre-NtO Discount,George Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 10:37,-£35.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,87
01/04/2021 10:38,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 10:39,-£35.00,Pre-NtO Discount,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,25
01/04/2021 10:39,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:40,£0.00,Pre-NtO Full Rate,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/04/2021 10:41,£25.00,Cancelled,Manchester Road,Chorlton,Spoil,Limited Waiting,£25.00,30
01/04/2021 10:43,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:44,-£25.00,Pre-NtO Discount,Manchester Road,Chorlton,Affixed to vehicle,Limited Waiting,£0.00,30
01/04/2021 10:47,-£35.00,Pre-NtO Discount,Corporation Street,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,1
01/04/2021 10:48,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:51,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 10:52,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/04/2021 10:53,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:53,£0.00,Pre-NtO Full Rate,Stockport Road (Longsight),Longsight,Handed To Driver,GV Loading Bay,£70.00,23
01/04/2021 10:53,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 10:53,£0.00,Pre-NtO Full Rate,West Mosely Street,Deansgate,Affixed to vehicle,Restricted Area,£50.00,6
01/04/2021 10:55,£0.00,Pre-NtO Full Rate,Folkestone Road West,Clayt & Open,Affixed to vehicle,Restricted Area,£70.00,27
01/04/2021 10:56,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:57,-£30.00,Post NtO,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 10:57,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:00,-£50.00,Pre-NtO Full Rate,Liverpool Road,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/04/2021 11:02,£0.00,Pre-NtO Full Rate,St James`s Square,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/04/2021 11:03,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:05,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:05,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:06,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:07,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:08,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:09,£0.00,Pre-NtO Full Rate,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/04/2021 11:09,£0.00,Pre-NtO Full Rate,BLOOM STREET CAR PARK,Piccadilly,Affixed to vehicle,Car Park,£50.00,86
01/04/2021 11:09,-£30.00,Post NtO,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:11,-£25.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/04/2021 11:12,-£35.00,Pre-NtO Discount,Dantzic Street (Cheetham),Cheetham,Affixed to vehicle,No Waiting,£0.00,1
01/04/2021 11:12,£25.00,Cancelled,Golf Car Park,(None),Affixed to vehicle,Car Park,£25.00,83
01/04/2021 11:12,-£35.00,Pre-NtO Discount,Dantzic Street (Cheetham),Cheetham,Affixed to vehicle,No Waiting,£0.00,1
01/04/2021 11:12,-£35.00,Pre-NtO Discount,Warwick Road,Chorlton,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/04/2021 11:12,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:14,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:15,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 11:15,-£25.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/04/2021 11:16,-£25.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/04/2021 11:16,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:16,-£35.00,Pre-NtO Discount,Pembroke Close,Ardwick,Affixed to vehicle,Restricted Area,£0.00,1
01/04/2021 11:16,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:19,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:20,-£35.00,Pre-NtO Discount,Grandale Street,Moss Side,Affixed to vehicle,No Loading at Any Time,£0.00,2
01/04/2021 11:20,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:21,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/04/2021 11:24,£0.00,Pre-NtO Full Rate,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/04/2021 11:24,-£35.00,Pre-NtO Discount,Old Oak Street (DidsburyEast),DidsburyEast,Affixed to vehicle,No Waiting,£0.00,1
01/04/2021 11:26,£0.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£60.00,34
01/04/2021 11:27,-£35.00,Pre-NtO Discount,Nevada Street,Ardwick,Affixed to vehicle,Restricted Area,£0.00,1
